SKU_ID;sku_name_raw;Kaspi_name_edit;my_size;Size_kaspi;Stock_entered;Kaspi_art_1;SKU_ID_KSP;Kaspi_name_source;SKU_key;Kaspi_art_2;Kaspi_art_3;Product_Type;Brend;Model;Color;Our_Size;Gender;Season;BaseCost_CNY;Weight_kg;pol;
CL_NEW-CLO_MEN_LEG_BLACK_L;CL_NEW-CLO_MEN_LEG_BLACK_L;Леггинсы черные;L;M 48;29;116968695;CL_NEW-CLO_MEN_LEG_BLACK_M 48_(L);Леггинсы черные мужской M 48 116968695 (L);CL_NEW-CLO_MEN_LEG_BLACK;116968695;;CL;New-Clo;LEG;Black;;Men;All;;#REF!;мужской;
CL_NEW-CLO_MEN_LEG_BLACK_XL;CL_NEW-CLO_MEN_LEG_BLACK_XL;Леггинсы черные;XL;L 50;43;116968695;CL_NEW-CLO_MEN_LEG_BLACK_L 50_(XL);Леггинсы черные мужской L 50 116968695 (XL);CL_NEW-CLO_MEN_LEG_BLACK;116968695;;CL;New-Clo;LEG;Black;;Men;All;;#REF!;мужской;
CL_NEW-CLO_MEN_LEG_BLACK_2XL;CL_NEW-CLO_MEN_LEG_BLACK_2XL;Леггинсы черные;2XL;XL 52;41;116968695;CL_NEW-CLO_MEN_LEG_BLACK_XL 52_(2XL);Леггинсы черные мужской XL 52 116968695 (2XL);CL_NEW-CLO_MEN_LEG_BLACK;116968695;;CL;New-Clo;LEG;Black;;Men;All;;#REF!;мужской;
CL_NEW-CLO_MEN_LEG_BLACK_3XL;CL_NEW-CLO_MEN_LEG_BLACK_3XL;Леггинсы черные;3XL;2XL 54;16;116968695;CL_NEW-CLO_MEN_LEG_BLACK_2XL 54_(3XL);Леггинсы черные мужской 2XL 54 116968695 (3XL);CL_NEW-CLO_MEN_LEG_BLACK;116968695;;CL;New-Clo;LEG;Black;;Men;All;;#REF!;мужской;
CL_NEW-CLO_MEN_LEG_BLACK_3XL;CL_NEW-CLO_MEN_LEG_BLACK_3XL;Леггинсы черные;3XL;3XL 54-56;16;116968695;CL_NEW-CLO_MEN_LEG_BLACK_3XL 54-56_(3XL);Леггинсы черные мужской 3XL 54-56 116968695 (3XL);CL_NEW-CLO_MEN_LEG_BLACK;116968695;;CL;New-Clo;LEG;Black;;Men;All;;#REF!;мужской;
CL_NEW-CLO_MEN_TAICI_BLACK_S;CL_NEW-CLO_MEN_TAICI_BLACK_S;Тайтсы черные;S;;3;123591314;CL_NEW-CLO_MEN_TAICI_BLACK_(S);Тайтсы черные мужской 123591314 (S);CL_NEW-CLO_MEN_TAICI_BLACK;;;CL;New-Clo;TAICI;Black;;Men;All;;#REF!;мужской;
CL_NEW-CLO_MEN_TAICI_BLACK_M;CL_NEW-CLO_MEN_TAICI_BLACK_M;Тайтсы черные;M;S 44-46;14;123591314;CL_NEW-CLO_MEN_TAICI_BLACK_S 44-46_(M);Тайтсы черные мужской S 44-46 123591314 (M);CL_NEW-CLO_MEN_TAICI_BLACK;;;CL;New-Clo;TAICI;Black;;Men;All;;#REF!;мужской;
CL_NEW-CLO_MEN_TAICI_BLACK_L;CL_NEW-CLO_MEN_TAICI_BLACK_L;Тайтсы черные;L;M 46-48;24;123591314;CL_NEW-CLO_MEN_TAICI_BLACK_M 46-48_(L);Тайтсы черные мужской M 46-48 123591314 (L);CL_NEW-CLO_MEN_TAICI_BLACK;;;CL;New-Clo;TAICI;Black;;Men;All;;#REF!;мужской;
CL_NEW-CLO_MEN_TAICI_BLACK_XL;CL_NEW-CLO_MEN_TAICI_BLACK_XL;Тайтсы черные;XL;L 48-50;40;123591314;CL_NEW-CLO_MEN_TAICI_BLACK_L 48-50_(XL);Тайтсы черные мужской L 48-50 123591314 (XL);CL_NEW-CLO_MEN_TAICI_BLACK;;;CL;New-Clo;TAICI;Black;;Men;All;;#REF!;мужской;
CL_NEW-CLO_MEN_TAICI_BLACK_2XL;CL_NEW-CLO_MEN_TAICI_BLACK_2XL;Тайтсы черные;2XL;XL 50-52;34;123591314;CL_NEW-CLO_MEN_TAICI_BLACK_XL 50-52_(2XL);Тайтсы черные мужской XL 50-52 123591314 (2XL);CL_NEW-CLO_MEN_TAICI_BLACK;;;CL;New-Clo;TAICI;Black;;Men;All;;#REF!;мужской;
CL_NEW-CLO_MEN_TAICI_BLACK_3XL;CL_NEW-CLO_MEN_TAICI_BLACK_3XL;Тайтсы черные;3XL;2XL 52-54;12;123591314;CL_NEW-CLO_MEN_TAICI_BLACK_2XL 52-54_(3XL);Тайтсы черные мужской 2XL 52-54 123591314 (3XL);CL_NEW-CLO_MEN_TAICI_BLACK;;;CL;New-Clo;TAICI;Black;;Men;All;;#REF!;мужской;
CL_NEW-CLO_MEN_TAICI_BLACK_3XL;CL_NEW-CLO_MEN_TAICI_BLACK_3XL;Тайтсы черные;3XL;3XL 54-56;12;123591314;CL_NEW-CLO_MEN_TAICI_BLACK_3XL 54-56_(3XL);Тайтсы черные мужской 3XL 54-56 123591314 (3XL);CL_NEW-CLO_MEN_TAICI_BLACK;;;CL;New-Clo;TAICI;Black;;Men;All;;#REF!;мужской;
CL_NEW-CLO_MEN_LEG_WHITE_S;CL_NEW-CLO_MEN_LEG_WHITE_S;Леггинсы белый;S;;12;118808622;CL_NEW-CLO_MEN_LEG_WHITE_(S);Леггинсы белый мужской 118808622 (S);CL_NEW-CLO_MEN_LEG_WHITE;;;CL;New-Clo;LEG;White;;Men;All;;#REF!;мужской;
CL_NEW-CLO_MEN_LEG_WHITE_M;CL_NEW-CLO_MEN_LEG_WHITE_M;Леггинсы белый;M;S 44-46;50;118808622;CL_NEW-CLO_MEN_LEG_WHITE_S 44-46_(M);Леггинсы белый мужской S 44-46 118808622 (M);CL_NEW-CLO_MEN_LEG_WHITE;;;CL;New-Clo;LEG;White;;Men;All;;#REF!;мужской;
CL_NEW-CLO_MEN_LEG_WHITE_L;CL_NEW-CLO_MEN_LEG_WHITE_L;Леггинсы белый;L;M 48;77;118808622;CL_NEW-CLO_MEN_LEG_WHITE_M 48_(L);Леггинсы белый мужской M 48 118808622 (L);CL_NEW-CLO_MEN_LEG_WHITE;;;CL;New-Clo;LEG;White;;Men;All;;#REF!;мужской;
CL_NEW-CLO_MEN_LEG_WHITE_XL;CL_NEW-CLO_MEN_LEG_WHITE_XL;Леггинсы белый;XL;L 50;124;118808622;CL_NEW-CLO_MEN_LEG_WHITE_L 50_(XL);Леггинсы белый мужской L 50 118808622 (XL);CL_NEW-CLO_MEN_LEG_WHITE;;;CL;New-Clo;LEG;White;;Men;All;;#REF!;мужской;
CL_NEW-CLO_MEN_LEG_WHITE_2XL;CL_NEW-CLO_MEN_LEG_WHITE_2XL;Леггинсы белый;2XL;XL 52;115;118808622;CL_NEW-CLO_MEN_LEG_WHITE_XL 52_(2XL);Леггинсы белый мужской XL 52 118808622 (2XL);CL_NEW-CLO_MEN_LEG_WHITE;;;CL;New-Clo;LEG;White;;Men;All;;#REF!;мужской;
CL_NEW-CLO_MEN_LEG_WHITE_3XL;CL_NEW-CLO_MEN_LEG_WHITE_3XL;Леггинсы белый;3XL;2XL 54;47;118808622;CL_NEW-CLO_MEN_LEG_WHITE_2XL 54_(3XL);Леггинсы белый мужской 2XL 54 118808622 (3XL);CL_NEW-CLO_MEN_LEG_WHITE;;;CL;New-Clo;LEG;White;;Men;All;;#REF!;мужской;
CL_NEW-CLO_MEN_LEG_WHITE_3XL;CL_NEW-CLO_MEN_LEG_WHITE_3XL;Леггинсы белый;3XL;3XL 54-56;47;118808622;CL_NEW-CLO_MEN_LEG_WHITE_3XL 54-56_(3XL);Леггинсы белый мужской 3XL 54-56 118808622 (3XL);CL_NEW-CLO_MEN_LEG_WHITE;;;CL;New-Clo;LEG;White;;Men;All;;#REF!;мужской;
